4.00 ,4.79 ,4.34 ,3.77 ,3.60 ,5.78 ,4.13 ,3.53 ,4.00 ,3.62 ,3.94 ,4.84 ,5.76 ,4.69 ,4.41 ,4.82 ,4.40 ,4.33 ,6.00 ,3.92 ,4.89 ,4.62 ,4.28 ,6.00 ,4.66 
4.00 ,2.96 ,4.33 ,4.52 ,3.29 ,3.78 ,4.85 ,5.20 ,4.52 ,4.81 ,5.42 ,4.85 ,5.23 ,4.00 ,4.00 ,4.33 ,4.33 ,4.67 ,4.69 ,4.11 ,5.34 ,4.28 ,5.78 ,6.00 ,3.99 
3.00 ,3.58 ,4.68 ,5.15 ,3.59 ,5.78 ,4.95 ,3.40 ,4.36 ,5.05 ,5.35 ,4.79 ,4.15 ,5.34 ,4.64 ,4.73 ,3.86 ,4.67 ,4.52 ,4.58 ,5.00 ,4.13 ,3.78 ,5.48 ,4.67 
4.33 ,3.67 ,4.39 ,4.97 ,4.60 ,4.78 ,4.40 ,4.60 ,4.18 ,3.76 ,6.00 ,4.65 ,3.23 ,2.97 ,4.95 ,6.00 ,4.45 ,4.33 ,4.39 ,5.03 ,4.89 ,4.13 ,5.28 ,5.83 ,4.37 
